country,year,usage_of_improved_drinking_water_sources,usage_of_basic_drinking_water_services,usage_of_limited_drinking_water_services,usage_of_unimproved_drinking_water_sources,no_usage_of_drinking_water_facilities,usage_of_safely_managed_drinking_water_services,usage_of_improved_sanitation_facilities,usage_of_basic_sanitation_services,usage_of_limited_sanitation_services,usage_of_unimproved_sanitation_facilities,open_defecation_(no_use_of_any_sanitation_facilities),usage_of_safely_managed_sanitation_services,access_to_basic_handwashing_facilities,access_to_limited_handwashing_facilities,no_handwashing_facilities,number_using_improved_drinking_water_sources,number_using_basic_drinking_water_services,number_using_limited_drinking_water_services,number_using_unimproved_drinking_water_sources,number_with_not_using_drinking_water_facilities,number_using_safely_managed_drinking_water_services,number_using_improved_sanitation_facilities,number_using_basic_sanitation_services,number_using_limited_sanitation_services,number_using_unimproved_sanitation_facilities,number_practicing_open_defecation_(no_use_of_any_sanitation_facilities),number_using_sanitation_with_off-site_wastewater_treatment,number_with_access_to_basic_handwashing_facilities,number_with_access_to_limited_handwashing_facilities,number_with_no_handwashing_facilities,rural_usage,rural_usage.1,rural_usage.2,rural_usage.3,rural_usage.4,rural_usage.5,rural_usage.6,rural_usage.7,rural_usage.8,rural_usage.9,rural_usage.10,rural_usage.11,rural_usage.12,rural_usage.13,rural_usage.14,rural_usage_(number_of_people),rural_usage_(number_of_people).1,rural_usage_(number_of_people).2,rural_usage_(number_of_people).3,rural_usage_(number_of_people).4,rural_usage_(number_of_people).5,rural_usage_(number_of_people).6,rural_usage_(number_of_people).7,rural_usage_(number_of_people).8,rural_usage_(number_of_people).9,rural_usage_(number_of_people).10,rural_usage_(number_of_people).11,rural_usage_(number_of_people).12,rural_usage_(number_of_people).13,rural_usage_(number_of_people).14,urban_usage,urban_usage.1,urban_usage.2,urban_usage.3,urban_usage.4,urban_usage.5,urban_usage.6,urban_usage.7,urban_usage.8,urban_usage.9,urban_usage.10,urban_usage.11,urban_usage.12,urban_usage.13,urban_usage.14,urban_usage_(number_of_people),urban_usage_(number_of_people).1,urban_usage_(number_of_people).2,urban_usage_(number_of_people).3,urban_usage_(number_of_people).4,urban_usage_(number_of_people).5,urban_usage_(number_of_people).6,urban_usage_(number_of_people).7,urban_usage_(number_of_people).8,urban_usage_(number_of_people).9,urban_usage_(number_of_people).10,urban_usage_(number_of_people).11,urban_usage_(number_of_people).12,urban_usage_(number_of_people).13,urban_usage_(number_of_people).14,hyg_bas_number_without_rural,hyg_bas_number_without,hyg_bas_number_without_urban,hyg_bas_without_rural,hyg_bas_without,hyg_bas_without_urban,san_basal_rural,san_basal,san_basal_urban,san_basal_number_rural,san_basal_number,san_basal_number_urban,san_fst_sm_rural,san_fst_sm,san_fst_sm_urban,san_fst_sm_number_rural,san_fst_sm_number,san_fst_sm_number_urban,san_imp_number_without_rural,san_imp_number_without,san_imp_number_without_urban,san_imp_without_rural,san_imp_without,san_imp_without_urban,san_othimp_rural,san_othimp,san_othimp_urban,san_othimp_number_rural,san_othimp_number,san_othimp_number_urban,san_sdo_sm_rural,san_sdo_sm,san_sdo_sm_urban,san_sdo_sm_number_rural,san_sdo_sm_number,san_sdo_sm_number_urban,san_sep_rural,san_sep,san_sep_urban,san_sep_number_rural,san_sep_number,san_sep_number_urban,san_sew_rural,san_sew,san_sew_urban,san_sew_number_rural,san_sew_number,san_sew_number_urban,san_sew_sm_rural,san_sew_sm,san_sew_sm_urban,san_sew_sm_number_rural,san_sew_sm_number,san_sew_sm_number_urban,san_sm_number_without_rural,san_sm_number_without,san_sm_number_without_urban,san_sm_without_rural,san_sm_without,san_sm_without_urban,wat_basal_rural,wat_basal,wat_basal_urban,wat_basal_number_rural,wat_basal_number,wat_basal_number_urban,wat_basal_number_without_rural,wat_basal_number_without,wat_basal_number_without_urban,wat_basal_without_rural,wat_basal_without,wat_basal_without_urban,wat_imp_av_rural,wat_imp_av,wat_imp_av_urban,wat_imp_av_number_rural,wat_imp_av_number,wat_imp_av_number_urban,wat_imp_npip_rural,wat_imp_npip,wat_imp_npip_urban,wat_imp_npip_number_rural,wat_imp_npip_number,wat_imp_npip_number_urban,wat_imp_number_without_rural,wat_imp_number_without,wat_imp_number_without_urban,wat_imp_prem_rural,wat_imp_prem,wat_imp_prem_urban,wat_imp_prem_number_rural,wat_imp_prem_number,wat_imp_prem_number_urban,wat_imp_qual_rural,wat_imp_qual,wat_imp_qual_urban,wat_imp_qual_number_rural,wat_imp_qual_number,wat_imp_qual_number_urban,wat_imp_without_rural,wat_imp_without,wat_imp_without_urban,wat_pip_rural,wat_pip,wat_pip_urban,wat_pip_number_rural,wat_pip_number,wat_pip_number_urban,wat_sm_number_without_rural,wat_sm_number_without,wat_sm_number_without_urban,wat_sm_without_rural,wat_sm_without,wat_sm_without_urban
Uganda,2012,74.0,33.0,31.0,17.0,9.0,10.0,34.0,3.0,15.0,58.0,8.266638,16.18885,17.043716,30.833193,52.123093,25474970.0,11437944.0,10652161.0,5847800.0,2950525.5,3384865.5,11633148.0,948455.0,5136240.5,19806898.0,2833249.2,5548453.0,5841443.0,10567552.0,17864302.0,69.75703,30.678534,34.752823,19.756592,10.486378,4.3256726,24.75729,1.5521824,8.393199,65.33681,9.905906,14.811908,14.045595,31.035835,54.91857,19025056.0,8367054.5,9478248.0,5388278.0,2859983.2,1179754.5,6752134.5,423331.0,2289104.0,17819514.0,2701669.2,4039698.0,3830699.0,8464502.0,14978116.0,92.14191,43.86999,16.77023,6.5646315,1.2934623,31.501684,69.729,7.5017934,40.673508,28.391281,1.8797187,21.553698,28.724997,30.043655,41.23135,6449913.0,3070889.5,1173912.2,459522.72,90542.06,2205110.8,4881014.0,525123.0,2847136.2,1987383.2,131579.89,1508754.0,2010743.0,2103049.0,2886185.0,23442618.0,28431854.0,4989234.0,85.95441,82.95628,71.275,16.36409,18.956182,29.05549,4463030.5,6496909.0,2033877.9,0.0,0.0,0.0,0.0,0.0,0.0,20521182.0,22640150.0,2118963.5,75.24271,66.05769,30.271004,24.37345,31.698793,60.239796,6647448.5,10864221.0,4216772.5,14.780252,16.090643,21.196186,4031065.5,5514794.0,1483728.2,0.24227601,1.6129011,6.953131,66076.71,552794.4,486717.62,0.1415633,0.630618,2.5360732,38609.01,216133.58,177524.55,0.031655736,0.098208435,0.3575111,8633.569,33659.266,25025.697,23233620.0,28724844.0,5491223.5,85.188095,83.81115,78.446304,35.004208,43.24886,75.37168,9546809.0,14822810.0,5276001.0,17726508.0,19450486.0,1723976.8,64.99579,56.75114,24.628319,52.136448,56.91584,75.5373,14219339.0,19506934.0,5287594.0,61.100212,55.94557,35.862053,16664056.0,19174392.0,2510335.5,8248262.5,8798326.0,550064.75,4.3256726,9.8761015,31.501684,1179754.5,3384865.5,2205110.8,24.43489,37.761574,89.685005,6664205.5,12942137.0,6277930.0,30.242973,25.671082,7.8580933,8.656819,18.383348,56.279854,2361001.8,6300579.5,3939577.2,26093562.0,30888434.0,4794866.5,95.674324,90.1239,68.498314
Uganda,2013,75.0,34.0,31.0,16.0,8.0,11.0,34.0,3.0,15.0,58.0,7.798055,16.35655,18.384714,31.679647,49.93564,26581018.0,12038344.0,10783794.0,5807309.5,2885241.5,3758882.0,12125629.0,991094.0,5364995.5,20397288.0,2750652.2,5769539.0,6484945.0,11174543.0,17614082.0,70.88309,31.773985,34.337067,19.103325,10.013589,4.772034,25.073053,1.5642704,8.553858,65.55662,9.37033,14.954925,15.150039,32.109203,52.740757,19762868.0,8858884.0,9573496.0,5326185.5,2791882.2,1330487.8,6990602.0,436133.0,2384895.8,18277798.0,2612535.8,4169573.0,4223972.0,8952346.0,14704617.0,92.22898,43.00848,16.371672,6.5081525,1.2628659,32.848827,69.46139,7.506942,40.311737,28.670311,1.8683003,21.642708,30.584127,30.059595,39.356277,6818151.5,3179459.8,1210297.9,481123.9,93359.06,2428393.8,5135026.5,554960.0,2980099.5,2119491.5,138116.62,1599966.0,2260972.0,2222196.0,2909465.0,23656962.0,28788626.0,5131662.0,84.84996,81.61529,69.41587,16.519196,19.166286,29.14965,4605706.0,6760633.5,2154927.2,0.0,0.0,0.0,0.0,0.0,0.0,20890334.0,23147942.0,2257608.0,74.92695,65.62404,30.538612,24.688812,32.086876,59.988277,6883471.5,11318187.0,4434714.5,14.9213,16.250296,21.262537,4160198.0,5732059.5,1571861.8,0.24227601,1.6487371,6.953131,67548.82,581568.44,514019.62,0.14196467,0.6403493,2.519981,39581.082,225874.06,186292.98,0.033624414,0.10625382,0.38017184,9374.802,37479.51,28104.715,23711362.0,29504030.0,5792668.5,85.045074,83.64345,78.35729,36.546017,44.784878,75.85731,10189371.0,15797225.0,5607853.5,17691564.0,19476344.0,1784781.1,63.453983,55.215122,24.142693,54.031586,58.603943,75.84834,15064512.0,20671702.0,5607191.0,61.781826,56.447453,36.32915,17225350.0,19911032.0,2685681.5,8118068.0,8692551.0,574483.06,4.772034,10.656369,32.848827,1330487.8,3758882.0,2428393.8,27.502638,40.655727,90.26192,7667993.0,14340726.0,6672734.0,29.116913,24.643242,7.771019,9.101261,18.909306,55.89983,2537516.8,6669987.0,4132470.2,26550448.0,31514686.0,4964241.0,95.22797,89.34363,67.15117
Uganda,2014,76.0,35.0,30.0,16.0,8.0,11.0,35.0,3.0,15.0,58.0,7.334233,16.522537,19.735716,32.51444,47.749847,27752372.0,12673849.0,10914480.0,5766581.5,2817584.0,4164043.8,12648254.0,1036793.0,5607741.0,21023280.0,2665006.5,6003718.0,7171276.0,11814621.0,17350642.0,72.00914,32.888504,33.890278,18.450058,9.540801,5.230359,25.388817,1.5771198,8.715868,65.77643,8.834755,15.09583,16.254482,33.182575,50.562943,20538972.0,9380700.0,9666432.0,5262460.0,2721297.0,1491841.2,7241583.5,449837.0,2486003.5,18761232.0,2519913.2,4305743.0,4636222.0,9464577.0,14421932.0,92.316055,42.145264,15.972331,6.451674,1.2322696,34.19846,69.19378,7.5117803,39.951553,28.94934,1.8568821,21.730444,32.443256,30.075535,37.48121,7213400.5,3293150.5,1248047.5,504121.47,96287.2,2672202.2,5406670.0,586956.0,3121738.2,2262046.2,145093.22,1697975.0,2535054.0,2350045.0,2928710.0,23886508.0,29165262.0,5278755.0,83.745514,80.26428,67.55675,16.672949,19.375847,29.242224,4755580.5,7040512.5,2284931.5,0.0,0.0,0.0,0.0,0.0,0.0,21281146.0,23688284.0,2407139.2,74.61118,65.19136,30.806221,24.980282,32.454212,59.736275,7125058.5,11792738.0,4667678.5,15.060239,16.407976,21.327616,4295591.0,5962090.5,1666499.2,0.2661689,1.7042366,6.9536123,75918.63,619260.6,543341.94,0.14236604,0.65018785,2.5038886,40606.68,236255.77,195649.08,0.03559082,0.114561565,0.4028283,10151.474,41627.71,31476.234,24216988.0,30332820.0,6115833.5,84.90417,83.47746,78.269554,38.118866,46.338737,76.34373,10872541.0,16837894.0,5965353.0,17650190.0,19498646.0,1848456.0,61.881134,53.661263,23.656273,55.960197,60.303932,76.15984,15961376.0,21912362.0,5950984.5,62.46344,56.943966,36.796246,17816278.0,20691466.0,2875188.2,7983757.5,8584166.0,600408.75,5.230359,11.45966,34.19846,1491841.2,4164043.8,2672202.2,30.65532,43.59738,90.83976,8743734.0,15841780.0,7098045.5,27.99086,23.624062,7.6839447,9.545703,19.431974,55.51981,2722695.2,7060907.0,4338211.5,27030888.0,32172498.0,5141607.0,94.76964,88.540344,65.801544
Uganda,2015,77.0,36.0,29.0,15.0,7.0,12.0,35.0,3.0,16.0,58.0,6.875489,16.687384,21.096653,33.33726,45.566086,29002116.0,13350659.0,11047160.0,5727139.0,2748101.0,4604296.5,13206743.0,1085795.0,5866958.5,21693860.0,2576751.5,6253990.0,7906467.0,12493924.0,17076964.0,73.1352,34.0221,33.412453,17.796791,9.068012,5.700647,25.704582,1.5898415,8.879228,65.99624,8.299179,15.235513,17.358925,34.255943,48.38513,21362684.0,9937805.0,9759728.0,5198416.0,2648753.0,1665150.5,7508270.5,464390.0,2593609.2,19277404.0,2424178.0,4450271.0,5070516.0,10006110.0,14133225.0,92.40313,41.280342,15.572209,6.3951955,1.2016733,35.55058,68.92616,7.5162344,39.592953,29.228373,1.8454638,21.816978,34.302387,30.091475,35.60614,7639433.5,3412854.2,1287433.2,528723.1,99348.39,2939146.0,5698474.0,621405.0,3273349.2,2416457.0,152573.8,1803719.0,2835951.0,2487814.0,2943739.0,24139336.0,29570890.0,5431553.5,82.641075,78.90335,65.69762,16.825354,19.584587,29.333214,4914661.0,7339785.5,2425124.8,0.0,0.0,0.0,0.0,0.0,0.0,21701582.0,24270614.0,2569031.0,74.29542,64.76074,31.073837,25.271751,32.819035,59.484276,7381841.5,12299707.0,4917865.0,15.197957,16.564255,21.391504,4439300.5,6207844.5,1768543.8,0.29006177,1.7601471,6.954093,84726.61,659656.6,574930.0,0.1427674,0.6600808,2.4877963,41702.145,247380.83,205678.69,0.03755484,0.12312992,0.4254745,10969.713,46145.84,35176.125,24759580.0,31223364.0,6463785.0,84.76449,83.312614,78.18302,39.722744,47.90881,76.830925,11602954.0,17954954.0,6352000.5,17606896.0,19522402.0,1915504.4,60.277256,52.09119,23.169075,57.922283,62.014305,76.471794,16919014.0,23241322.0,6322309.5,63.145054,57.435547,37.263344,18444576.0,21525324.0,3080748.8,7847168.0,8475240.0,628071.6,5.700647,12.2855425,35.55058,1665150.5,4604296.5,2939146.0,33.89294,46.583084,91.418526,9900078.0,17458108.0,7558031.5,26.8648,22.614296,7.5968704,9.990145,19.950155,55.139786,2918106.5,7476791.0,4558684.5,27544700.0,32873060.0,5328358.5,94.299355,87.714455,64.44942
Uganda,2016,78.0,36.0,29.0,15.0,7.0,13.0,36.0,3.0,16.0,58.0,6.4221,16.850943,22.467398,34.14791,43.38469,30373002.0,14088890.0,11195097.0,5695629.0,2679671.8,5089011.0,13820283.0,1139702.0,6151128.0,22439562.0,2488454.8,6529454.0,8705735.0,13231736.0,16810830.0,74.26125,35.17476,32.903595,17.143524,8.595223,6.1828985,26.020346,1.6024354,9.043938,66.21605,7.7636027,15.373972,18.463367,35.329315,46.207317,22264924.0,10546056.0,9865118.0,5139951.5,2577010.0,1853749.5,7801390.0,480440.0,2711543.0,19852820.0,2327674.5,4609406.0,5535665.0,10592395.0,13853825.0,92.490204,40.413715,15.171304,6.3387165,1.1710769,36.905186,68.658554,7.5203104,39.235935,29.507402,1.8340454,21.902308,36.16152,30.107414,33.731068,8108075.0,3542834.0,1329979.5,555678.2,102661.46,3235261.8,6018894.0,659261.0,3439584.8,2586741.2,160780.03,1920047.0,3170068.0,2639341.0,2957005.0,24446222.0,30042566.0,5596346.5,81.53664,77.5326,63.83848,16.976408,19.792238,29.422617,5089847.5,7669156.0,2579308.8,0.0,0.0,0.0,0.0,0.0,0.0,22180494.0,24928018.0,2747521.2,73.97965,64.33319,31.341446,25.563223,33.180508,59.232273,7664336.0,12856883.0,5192546.5,15.334456,16.718988,21.454203,4597559.5,6478324.0,1880764.5,0.31395465,1.8163284,6.954574,94129.52,703796.4,609666.8,0.14316878,0.6699766,2.471704,42924.695,259604.55,216679.83,0.03951637,0.13195531,0.44810432,11847.753,51130.44,39282.684,25372480.0,32218846.0,6846368.0,84.62603,83.149055,78.097694,41.35766,49.49353,77.3189,12399805.0,19177902.0,6778095.5,17582078.0,19570400.0,1988319.2,58.64234,50.50647,22.681099,59.917843,63.73369,76.7842,17964498.0,24695722.0,6731222.0,63.826668,57.922657,37.730442,19136438.0,22444044.0,3307607.2,7716961.0,8375299.5,658339.94,6.1828985,13.133509,36.905186,1853749.5,5089011.0,3235261.8,37.215496,49.60954,91.99822,11157907.0,19222854.0,8064945.5,25.738747,21.614624,7.509796,10.434587,20.462715,54.759766,3128485.8,7928954.5,4800468.0,28128136.0,33659290.0,5531153.0,93.8171,86.86649,63.094814
Uganda,2017,79.0,37.0,28.0,14.0,7.0,14.0,36.0,3.0,16.0,58.0,5.9741907,17.0132,23.848133,34.946133,41.205738,31850752.0,14882537.0,11348975.0,5666908.5,2609424.8,5619240.5,14482326.0,1198026.0,6457398.5,23247490.0,2397268.8,6826902.0,9569561.0,14022864.0,16534661.0,75.38731,36.346493,32.363705,16.490257,8.122436,6.677113,26.33611,1.6149015,9.209998,66.43586,7.228027,15.5112095,19.567812,36.402683,44.029503,23233770.0,11201701.0,9974237.0,5082166.5,2503270.0,2057833.2,8116580.0,497699.0,2838448.2,20475006.0,2227620.5,4780431.0,6030644.0,11219019.0,13569544.0,92.57728,39.545383,14.769616,6.282238,1.1404806,38.262283,68.39094,7.524014,38.880505,29.786432,1.8226271,21.986423,38.02065,30.123352,31.855997,8616981.0,3680836.5,1374738.0,584743.1,106154.56,3561407.0,6365745.5,700326.0,3618950.2,2772485.0,169647.92,2046469.0,3538916.0,2803845.0,2965117.0,24788562.0,30557526.0,5768963.0,80.43219,76.15187,61.97935,17.126112,19.99878,29.510437,5278132.0,8024927.5,2746795.8,0.0,0.0,0.0,0.0,0.0,0.0,22702628.0,25644760.0,2942133.2,73.663895,63.90885,31.609062,25.854692,33.5385,58.980274,7968211.0,13458024.0,5489812.5,15.469734,16.87216,21.51571,4767649.5,6770306.0,2002656.2,0.3378475,1.8727751,6.955055,104121.92,751490.06,647368.1,0.14357014,0.6798714,2.455612,44247.18,272812.6,228565.38,0.041475296,0.14104098,0.47071174,12782.357,56595.637,43813.28,26038776.0,33300186.0,7261409.5,84.48879,82.9868,78.01358,43.023605,51.092117,77.80766,13259534.0,20501778.0,7242243.0,17559674.0,19625308.0,2065635.9,56.976395,48.907883,22.192337,61.946873,65.46111,77.09706,19091536.0,26267636.0,7176101.0,64.50828,58.405243,38.197536,19880940.0,23436322.0,3555380.2,7585437.0,8276334.0,690898.0,6.677113,14.00361,38.262283,2057833.2,5619240.5,3561407.0,40.62299,52.67431,92.57728,12519683.0,21136666.0,8616981.0,24.612694,20.625305,7.422722,10.879028,20.969454,54.37974,3352830.2,8414431.0,5061600.5,28761374.0,34507844.0,5746472.0,93.32288,85.99639,61.737717
Uganda,2018,80.0,38.0,28.0,14.0,6.0,15.0,37.0,3.0,16.0,58.0,5.531985,17.174013,25.238651,35.73181,39.029533,33358908.0,15696080.0,11479011.0,5626172.5,2530315.0,6183817.0,15157810.0,1257888.0,6770061.5,24060960.0,2296625.2,7129859.0,10477926.0,14834202.0,16203264.0,76.51337,37.537292,31.792778,15.836989,7.6496468,7.1832914,26.651875,1.6272403,9.377409,66.65568,6.692451,15.647224,20.672255,37.476055,41.851692,24213058.0,11878873.0,10060992.0,5011698.5,2420771.0,2273190.5,8434126.0,514948.0,2967530.2,21093540.0,2117861.2,4951646.0,6541843.0,11859494.0,13244188.0,92.66436,38.675346,14.3671465,6.225759,1.1098843,39.621864,68.12333,7.527352,38.526657,30.065462,1.8112088,22.06932,39.87978,30.139292,29.980927,9145852.0,3817206.5,1418018.8,614474.3,109544.14,3910626.8,6723684.0,742939.0,3802531.0,2967422.0,178763.95,2178213.0,3936082.0,2974709.0,2959078.0,25103682.0,31037472.0,5933787.5,79.32774,74.76135,60.12022,17.274466,20.203947,29.596672,5466595.5,8387748.0,2921153.0,0.0,0.0,0.0,0.0,0.0,0.0,23211400.0,26357584.0,3146186.0,73.34813,63.4887,31.87667,26.146162,33.892235,58.72827,8274090.0,14070495.0,5796404.0,15.603793,17.023632,21.576029,4937902.0,7067428.0,2129526.0,0.36174038,1.9293494,6.9555364,114474.64,800977.06,686502.44,0.14397152,0.68971515,2.4395196,45560.543,286337.97,240777.4,0.043431517,0.15038103,0.49329066,13744.132,62431.277,48687.145,26693878.0,34385536.0,7691656.5,84.352776,82.82599,77.93068,44.720585,52.703094,78.29721,14152064.0,21879898.0,7727833.0,17493462.0,19635496.0,2142037.0,55.279415,47.296906,21.70279,64.00938,67.19533,77.41037,20256102.0,27896404.0,7640303.0,65.189896,58.883778,38.664635,20629686.0,24445834.0,3816149.2,7432468.5,8156486.5,724018.1,7.1832914,14.895238,39.621864,2273190.5,6183817.0,3910626.8,44.115417,55.657444,92.66436,13960556.0,23106408.0,9145852.0,23.486633,19.646896,7.33564,11.32347,21.469322,53.99972,3583371.5,8913074.0,5329702.5,29372336.0,35331576.0,5959243.5,92.81671,85.10476,60.378136
Uganda,2019,81.0,39.0,27.0,13.0,6.0,16.0,37.0,3.0,17.0,58.0,5.0954456,17.333563,26.639692,36.504513,36.855793,34926556.0,16542826.0,11593747.0,5578104.5,2444416.5,6789984.0,15860400.0,1320481.0,7095313.0,24900232.0,2188447.0,7444605.0,11441502.0,15678352.0,15829223.0,77.63942,38.747166,31.190819,15.1837225,7.1768584,7.7014327,26.967638,1.6394515,9.54617,66.87549,6.156875,15.782016,21.776697,38.549423,39.673878,25222138.0,12587502.0,10132729.0,4932623.0,2331492.2,2501907.0,8760776.0,532596.0,3101193.2,21725340.0,2000138.1,5126986.0,7074433.0,12523264.0,12888556.0,92.751434,37.803604,13.963894,6.1692805,1.0792879,40.983932,67.85572,7.5303297,38.174397,30.344492,1.7997905,22.150991,41.73891,30.155231,28.105856,9704420.0,3955325.2,1461017.9,645481.0,112924.0,4288077.5,7099625.5,787885.0,3994120.5,3174891.2,188308.94,2317619.0,4367069.0,3155089.0,2940666.0,25411822.0,31507576.0,6095756.0,78.223305,73.360306,58.26109,17.421469,20.40809,29.681322,5659582.5,8765087.0,3105504.8,0.0,0.0,0.0,0.0,0.0,0.0,23725478.0,27088676.0,3363199.8,73.032364,63.071617,32.14428,26.437632,34.242565,58.476273,8588596.0,14706866.0,6118270.5,15.736631,17.17357,21.635157,5112242.0,7375890.0,2263648.8,0.38563326,1.9862444,6.956017,125277.8,853073.7,727795.9,0.14437288,0.69957334,2.4234273,46901.34,300460.3,253558.95,0.045384914,0.15999128,0.51583505,14743.858,68714.78,53970.918,27359270.0,35504470.0,8145205.5,84.21799,82.666435,77.84901,46.4486,54.326687,78.78754,15089410.0,23332812.0,8243402.0,17396844.0,19616268.0,2219423.0,53.5514,45.673313,21.212463,66.105354,68.9358,77.72413,21475154.0,29607290.0,8132139.5,65.871506,59.35743,39.131733,21399184.0,25493468.0,4094285.0,7264115.0,8022521.0,758404.75,7.7014327,15.809382,40.983932,2501907.0,6789984.0,4288077.5,47.692787,58.66952,92.751434,15493600.0,25198018.0,9704420.0,22.36058,18.679146,7.2485657,11.767912,21.963425,53.619698,3822953.8,9433089.0,5610135.0,29984346.0,36159096.0,6174748.0,92.29857,84.19062,59.016068
Uganda,2020,82.0,39.0,26.0,12.0,5.0,17.0,37.0,3.0,17.0,58.0,4.6648307,17.491642,28.050835,37.264236,34.68493,36534892.0,17413722.0,11685585.0,5519456.5,2350259.0,7435588.0,16581142.0,1385061.0,7428985.0,25752068.0,2071399.9,7767095.0,12455863.0,16547039.0,15401707.0,78.76547,39.976112,30.557827,14.530456,6.70407,8.231537,27.283401,1.6515355,9.716282,67.0953,5.6212997,15.9155855,22.881142,39.622795,37.496063,26247712.0,13321592.0,10183054.0,4842112.0,2234056.5,2743067.8,9091888.0,550355.0,3237842.5,22358758.0,1873235.4,5303691.0,7624884.0,13203854.0,12495144.0,92.83851,36.930157,13.559859,6.112802,1.0486916,42.348488,67.588104,7.5329537,37.82372,30.623522,1.7883722,22.231434,43.59804,30.171171,26.230785,10287181.0,4092129.5,1502531.0,677342.9,116202.66,4692520.5,7489253.0,834706.0,4191142.8,3393308.8,198164.62,2463404.0,4830979.0,3343185.0,2906561.0,25698998.0,31948746.0,6249746.5,77.11886,71.949165,56.40196,17.567122,20.610826,29.764387,5854047.0,9152157.0,3298110.2,0.0,0.0,0.0,0.0,0.0,0.0,24231994.0,27823466.0,3591473.8,72.7166,62.658962,32.411896,26.729101,34.588406,58.224274,8907174.0,15358846.0,6451672.5,15.86825,17.321781,21.693094,5287917.0,7691669.5,2403752.5,0.40952614,2.0432575,6.956498,136470.02,907300.5,770830.56,0.14477426,0.70937365,2.407335,48244.402,314994.6,266750.22,0.047335386,0.1698604,0.5383389,15773.988,75425.84,59651.863,28020190.0,36637516.0,8617323.0,84.08441,82.50836,77.76857,48.20765,55.9611,79.27865,16064661.0,24849308.0,8784650.0,17259224.0,19555300.0,2296076.2,51.79235,44.0389,20.721352,68.2348,70.681175,78.038345,22738486.0,31385698.0,8647216.0,66.55312,59.826946,39.598827,22178084.0,26565922.0,4387838.0,7076169.0,7869717.0,793545.25,8.231537,16.74508,42.348488,2743067.8,7435588.0,4692520.5,51.35509,61.70686,92.83851,17113512.0,27400690.0,10287181.0,21.234528,17.722748,7.1614914,12.212354,22.450312,53.239677,4069630.5,9968973.0,5899343.5,30580814.0,36969024.0,6388206.5,91.76846,83.25492,57.651512
Uganda,2021,83.0,40.0,26.0,12.0,5.0,18.0,38.0,3.0,17.0,58.0,4.240234,17.648241,29.47222,38.010784,32.516994,38160490.0,18297152.0,11746153.0,5446844.0,2246448.2,8117180.5,17309414.0,1450766.0,7766263.0,26600056.0,1944307.4,8092385.0,13514126.0,17429380.0,14910271.0,79.89153,41.224125,29.8938,13.877189,6.2312818,8.773605,27.599167,1.6634922,9.887743,67.31511,5.085724,16.047932,23.985584,40.696163,35.318253,27272382.0,14072581.0,10204775.0,4737223.0,2127157.8,2995024.8,9421462.0,567862.0,3375355.2,22979198.0,1736101.4,5478244.0,8187901.0,13892352.0,12056508.0,92.92558,36.055004,13.155042,6.056323,1.0180953,43.715534,67.320496,7.5352297,37.474625,30.902552,1.7769538,22.310638,45.457172,30.18711,24.355717,10888105.0,4224570.5,1541378.2,709620.3,119290.38,5122156.0,7887953.0,882904.0,4390907.5,3620857.0,208205.95,2614141.0,5326224.0,3537028.0,2853763.0,25948860.0,32339652.0,6390791.5,76.01442,70.52778,54.542828,17.711424,20.812138,29.845867,6046106.5,9543151.0,3497044.8,0.0,0.0,0.0,0.0,0.0,0.0,24715300.0,28544362.0,3829062.5,72.40083,62.250843,32.679504,27.020573,34.92966,57.97227,9223949.0,16016569.0,6792620.0,15.998648,17.46825,21.749842,5461420.5,8009852.5,2548432.5,0.43341902,2.1003842,6.9569793,147955.22,963105.5,815150.4,0.14517562,0.7191132,2.3912427,49558.258,329740.56,280182.28,0.04928282,0.1799898,0.5607961,16823.559,82532.125,65708.56,28658518.0,37761390.0,9102875.0,83.95207,82.35176,77.68936,49.99773,57.605576,79.77054,17067606.0,26414332.0,9346727.0,17069156.0,19439444.0,2370289.2,50.00227,42.394424,20.229462,69.210304,71.48484,78.11154,23626156.0,32778500.0,9152341.0,67.23473,60.29229,40.065926,22951760.0,27646294.0,4694531.0,6864379.5,7693290.5,828910.56,8.773605,17.702316,43.715534,2995024.8,8117180.5,5122156.0,55.10233,64.7673,92.92558,18810152.0,29698254.0,10888105.0,20.108467,16.777878,7.074417,12.656795,22.929832,52.859657,4320620.0,10514194.0,6193574.5,31141736.0,37736596.0,6594859.5,91.226395,82.29768,56.284466
